size    seconds     score   tics
14	55	1315.311285	258	6373
27	50	703.980424	200	4709
32	45	593.729822	210	4586
33	45	279.977241	118	2215
28	50	717.127971	195	4689
34	45	799.364296	263	6020
15	55	1308.825989	250	6455
29	50	797.074489	228	5255
35	45	802.556684	264	5909
30	50	853.467582	231	5634
36	45	359.471838	146	2997
16	55	1451.878366	252	7104
31	50	577.760224	182	3928
37	45	605.686456	212	4598
38	45	625.540779	222	4788
32	50	782.699965	224	5082
17	55	1446.710945	277	7047
39	45	630.594441	230	4866
33	50	825.710361	235	5416
40	45	600.737836	211	4597
18	55	1042.800513	208	5265
41	45	474.69258	184	3796
34	50	1190.182311	286	7462
42	45	540.354749	194	4233
35	50	385.169101	125	2705
19	55	1058.18171	209	5410
43	45	733.019454	239	5475
36	50	775.794848	219	5056
20	55	693.111558	157	3728
44	45	445.424924	162	3523
45	45	298.803111	114	2352
37	50	564.658775	164	3658
21	55	806.830097	172	4067
46	45	447.70656	173	3510
38	50	623.817484	178	4109
47	45	329.312114	132	2582
48	45	502.770314	174	3872
39	50	633.508188	193	4199
49	45	490.849539	191	3921
22	55	1569.865316	292	7521
1	60	565.084763	205	5403
2	60	699.981373	225	6300
1	65	1281.79379	289	8862
1	70	1427.557551	266	8309
2	65	1033.017929	250	7372
3	60	1121.224175	302	9072
4	60	678.769555	226	6086
2	70	1944.832509	328	10542
5	60	694.998139	222	6260
3	65	1672.665177	331	10843
6	60	916.639976	272	7795
4	65	778.263652	199	5791
7	60	737.967321	239	6603
3	70	2364.880965	371	12130
5	65	1261.921815	285	8676
8	60	623.948201	211	5698
9	60	682.435652	236	6123
4	70	1305.883088	243	7809
10	60	523.012756	182	4943
6	65	1405.207994	312	9390
11	60	323.871544	133	3301
7	65	730.246656	196	5591
12	60	795.363553	242	6796
5	70	1358.979582	258	7948
8	65	921.925378	235	6754
13	60	1136.523778	302	9041
6	70	1729.594358	296	9593
9	65	1065.017444	266	7533
14	60	994.482062	284	8172
7	70	983.214937	207	6071
10	65	1153.532813	272	8037
15	60	973.836121	272	7909
8	70	574.860339	144	3834
16	60	588.370848	189	5394
11	65	838.60754	231	6147
12	65	1080.517061	244	7707
17	60	1395.541646	336	10570
13	65	665.616877	186	5076
9	70	2514.064215	380	12613
18	60	900.749976	258	7604
19	60	864.681479	263	7369
10	70	1044.651202	203	6506
14	65	1538.617857	327	10111
20	60	851.396587	259	7345
21	60	954.119268	277	7999
15	65	2095.888321	379	12931
22	60	881.299836	262	7475
11	70	2948.46385	399	14547
12	70	293.567736	66	2144
16	65	1354.066932	308	9120
23	60	1002.748584	299	8155
24	60	608.791239	193	5530
17	65	775.046263	202	5851
13	70	1199.805582	224	7229
25	60	1012.398949	286	8306
14	70	1455.983641	256	8386
18	65	1658.845031	340	10700
26	60	935.118796	282	7853
27	60	678.26414	232	6046
19	65	1177.632453	273	8148
28	60	606.796339	197	5568
20	65	339.558183	104	2868
15	70	1716.37355	289	9517
16	70	314.280801	83	2265
29	60	525.384968	195	4894
21	65	600.633794	161	4701
30	60	905.734635	260	7584
31	60	547.291217	181	4962
22	65	1340.738578	311	9036
17	70	2015.316063	321	10818
23	65	905.899199	218	6627
32	60	975.592755	288	7856
18	70	1261.179348	236	7410
33	60	801.285534	239	6898
24	65	883.510219	210	6490
34	60	485.968032	159	4548
25	65	622.034649	166	4888
35	60	610.686668	206	5528
26	65	641.073802	175	5043
27	65	648.905684	171	5036
36	60	1438.479768	346	10767
19	70	3169.818261	434	15202
28	65	1216.422878	274	8391
37	60	1392.479828	346	10482
38	60	291.508589	116	2953
29	65	1042.141624	245	7386
20	70	1756.511661	298	9757
39	60	843.180611	259	7349
30	65	841.028172	226	6340
40	60	487.095865	170	4623
41	60	333.397842	126	3345
42	60	403.159779	145	3968
31	65	1221.56863	271	8435
21	70	2087.810915	336	11060
43	60	718.50756	236	6422
32	65	967.515014	237	6988
33	65	848.428099	217	6228
44	60	1179.811368	310	9457
34	65	183.272828	62	1604
45	60	409.691811	150	4033
46	60	412.05787	139	4079
1	75	2804.604582	245	8396
1	75	3097.056143	280	9029
1	75	4593.36832	352	12455
2	75	3271.608329	260	9380
2	75	2643.03259	234	7779
2	75	5709.063081	406	14925
3	75	3192.690291	264	9346
3	75	2771.119057	239	8154
4	75	2144.693309	202	6526
3	75	3496.292156	291	9862
4	75	5275.91377	382	13996

0 blocks
1	25	40.624999	129	1724
2	25	10.392021	38	376
1	25	34.207911	105	1205
1	25	23.5425	48	568
3	25	64.584412	133	1665
2	25	62.17541	119	1418
4	25	32.286034	66	734
2	25	72.118034	134	1623
3	25	46.565986	95	1064
5	25	52.400701	97	1184
3	25	56.246944	100	1294
4	25	54.514886	101	1246
5	25	21.023001	47	509
6	25	74.025991	127	1676
4	25	59.538899	106	1353
6	25	37.544893	74	887
5	25	24.140401	52	550
7	25	46.209654	90	1035
7	25	38.3237	75	868
6	25	25.479975	56	604
8	25	19.116287	34	427
8	25	41.429694	86	935
9	25	36.954058	74	861
10	25	14.546394	38	373
7	25	67.876729	128	1522
11	25	44.592193	88	1043
9	25	74.10428	132	1684
12	25	18.250343	37	457
8	25	58.606261	118	1355
10	25	29.758293	64	681
9	25	34.038217	70	760
11	25	35.25345	70	797
10	25	24.514085	55	573
13	25	84.364377	147	1821
12	25	31.483647	74	745
14	25	6.342264	16	151
11	25	32.380734	69	763
15	25	49.654368	91	1105
12	25	48.930186	88	1110
13	25	57.312363	109	1266
16	25	38.925464	83	890
13	25	38.735828	85	880
14	25	46.796943	94	1052
14	25	40.839627	82	903
17	25	49.252081	98	1096
15	25	65.652314	120	1418
15	25	44.477037	89	1018
18	25	68.39216	123	1516
16	25	51.366569	94	1141
16	25	50.163496	98	1133
17	25	19.070822	42	458
19	25	50.319982	97	1123
17	25	47.794294	95	1076
18	25	37.556273	78	873
18	25	61.646487	122	1383
20	25	65.392166	134	1435

25 blocks
1	25	42.227297	98	1079
1	25	48.012964	109	1235
1	25	49.210612	88	1163
2	25	31.167805	69	772
2	25	27.403109	57	694
2	25	40.715227	87	1003
3	25	26.574896	60	640
3	25	54.198747	100	1285
3	25	50.258256	94	1230
4	25	30.834221	64	777
4	25	56.352544	107	1391
5	25	32.5587	67	790
5	25	38.83336	87	949
4	25	78.121008	135	1840
6	25	50.469761	80	1223
6	25	44.741228	88	1083
5	25	44.789013	89	1091
7	25	38.60324	77	950
6	25	44.959016	93	1138
8	25	22.896869	58	697
7	25	33.669307	91	1179
9	25	41.349348	119	1413
8	25	18.694769	55	674
9	25	22.830608	68	809
10	25	34.634736	102	1183
11	25	14.771257	47	533
10	25	33.314923	92	1140
12	25	18.383042	55	662
11	25	20.535814	63	736
12	25	19.958392	65	708
13	25	34.000784	94	1175
13	25	24.127652	69	834
14	25	34.667204	109	1183
14	25	28.422288	81	996
15	25	29.839414	85	1050
15	25	18.174494	62	650
16	25	27.528564	79	942
16	25	36.658847	104	1247
17	25	27.061416	82	930
17	25	39.09866	102	1328
18	25	26.084986	73	920
19	25	24.476682	73	835
18	25	35.038471	91	1167
20	25	32.652351	96	1105
19	25	30.006678	88	1033

50 blocks
1	25	27.898116	52	633
1	25	39.93744	69	904
1	25	55.777319	96	1300
2	25	35.33573	75	850
2	25	23.544527	44	557
2	25	39.296276	73	914
3	25	9.471851	16	222
3	25	40.718916	75	926
4	25	18.497934	39	459
3	25	49.47321	76	1162
4	25	54.913053	97	1295
4	25	14.465879	27	354
5	25	28.787132	56	684
6	25	17.871797	41	413
5	25	55.008772	86	1262
7	25	35.050307	71	860
6	25	9.916337	22	243
5	25	91.50826	145	2036
7	25	25.323743	64	645
8	25	50.333118	90	1205
9	25	17.657349	32	447
8	25	37.02072	76	895
6	25	38.605744	66	930
10	25	41.920843	74	948
9	25	56.975009	97	1297
10	25	1.832649	6	46
7	25	67.807417	92	1548
8	25	3.321988	6	80
11	25	35.076523	69	848
9	25	17.528058	38	428
11	25	36.499308	71	863
10	25	14.150073	30	335
12	25	12.981295	29	306
12	25	36.197508	66	835
13	25	27.055819	54	615
11	25	39.661007	68	886
14	25	8.203063	17	193
12	25	14.782645	29	348
13	25	45.537112	64	1012
14	25	1.91577	3	42
15	25	19.777538	37	457
16	25	8.539198	16	197
13	25	23.083886	43	528
17	25	12.382851	24	289
15	25	28.059292	52	615
16	25	30.305207	52	703
14	25	41.29468	80	940
18	25	52.84402	94	1193
17	25	19.119514	42	463
19	25	7.507179	15	177
15	25	23.587779	46	568
20	25	8.835414	17	211
16	25	30.984899	60	709
18	25	42.464883	81	948
21	25	32.303472	55	727
19	25	14.266439	25	327
17	25	17.820062	37	412
22	25	15.863303	25	369
23	25	14.398028	26	332
18	25	23.818257	38	542
1	25	12.731654	31	344
1	25	14.844744	38	422
1	25	33.650875	65	794
2	25	22.938922	40	543
2	25	32.091248	58	738
3	25	26.622452	47	634
4	25	17.0445	31	424
3	25	38.57955	70	907
5	25	6.42444	12	156
2	25	55.97495	85	1265
4	25	10.880451	20	260
6	25	12.897382	29	323
5	25	22.062705	43	526
3	25	29.636899	49	713
7	25	23.615273	35	574
4	25	46.040774	67	1109
8	25	54.180486	87	1388
5	25	10.963728	19	391
9	25	8.966421	24	325
6	25	20.567407	55	724
7	25	8.450261	19	297
8	25	2.501514	10	93
10	25	27.939556	67	957
11	25	10.075161	23	359
12	25	1.081088	4	39
9	25	18.407795	55	653
13	25	19.160197	51	668
10	25	22.970566	66	795
14	25	14.317452	37	509
15	25	4.511054	13	163
11	25	16.903654	50	595
16	25	9.128433	22	329
17	25	23.748788	62	826
18	25	10.197625	25	367
19	25	13.477998	31	484
12	25	53.38562	91	1775
20	25	13.074739	29	459
21	25	17.710616	55	705
22	25	20.826697	69	904
23	25	25.862862	87	1110
24	25	10.307591	40	464
25	25	4.175157	17	193
26	25	2.362208	10	110
27	25	10.963146	43	490
28	25	23.904778	80	988
29	25	1.189907	4	55
30	25	8.977637	33	401
31	25	4.538944	19	207
32	25	8.226947	28	364
33	25	4.639224	14	212
34	25	5.526856	15	252
35	25	8.062189	25	362
36	25	3.338562	13	154
37	25	29.004211	96	1243
38	25	17.216374	62	760
39	25	3.55117	10	159
40	25	8.696381	44	396
41	25	2.808682	13	131
42	25	21.597972	75	947
43	25	6.398328	27	295
44	25	12.137309	40	547

75 blocks

1	25	16.275689	34	389
1	25	22.534721	41	495
1	25	31.225178	52	671
2	25	21.931899	42	500
2	25	33.35816	57	738
2	25	27.830877	44	645
3	25	17.702494	40	409
3	25	29.211354	50	697
4	25	9.382145	21	250
5	25	12.691832	32	426
4	25	19.931924	37	646
5	25	18.047786	24	449
6	25	3.390254	6	97
6	25	44.984626	77	1144
1	25	43.36492	86	1100
7	25	22.005079	54	835
8	25	1.941045	7	88
9	25	28.871783	92	1223
10	25	14.724112	44	652
1	25	13.205449	18	272
2	25	0.001003	0	0
1	25	24.58815	38	537
2	25	0.367724	1	9
3	25	24.19356	38	561
4	25	3.072568	4	71
1	25	46.334181	77	996
3	25	30.858148	57	722
5	25	13.90554	18	325
2	25	26.339045	46	587
3	25	25.795501	64	823
4	25	6.851033	25	311
5	25	13.936064	55	624
6	25	3.252549	12	152
7	25	19.854735	67	861
8	25	6.982461	25	319
9	25	24.924609	84	1076
10	25	1.214398	5	54
11	25	24.205219	82	1043
12	25	7.287319	24	330
